"","Тип","Постоянная.кислотность..г.л.винной.кислоты.","Летучая.кислотность..г.л.уксусной.кислоты.","Содержание.лимонной.кислоты..г.л.","Остаточный.сахар..г.л.","Хлориды..г.л.поваренной.соли.","Свободный.диоксид.серы..мг.л.","Суммарный.диоксид.серы..мг.л.","Плотность..г.см3.","pH","Сульфаты..г.л.сульфата.калия.","Содержание.алкоголя...","Экспертная.оценка"
"3417","белое",7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4
"3418","белое",6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6
"3419","белое",6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6
"3420","белое",6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
"3421","белое",7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5
"3422","белое",8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7
"3423","белое",7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
"3424","белое",6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5
"3425","белое",7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5
"3426","белое",6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5
"3427","белое",7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
"3428","белое",7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6
"3429","белое",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
"3430","белое",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
"3431","белое",7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
"3432","белое",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
"3433","белое",7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
"3434","белое",6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6
"3435","белое",8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5
"3436","белое",7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
"3437","белое",7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7
"3438","белое",6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6
"3439","белое",7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
"3440","белое",6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5
"3441","белое",7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7
"3442","белое",8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6
"3443","белое",8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6
"3444","белое",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6
"3445","белое",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
"3446","белое",7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5
"3447","белое",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
"3448","белое",8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5
"3449","белое",7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6
"3450","белое",7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7
"3451","белое",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6
"3452","белое",6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
"3453","белое",8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5
"3454","белое",6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7
"3455","белое",8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
"3456","белое",10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4
"3457","белое",8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5
"3458","белое",8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5
"3459","белое",8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
"3460","белое",6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6
"3461","белое",7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6
"3462","белое",7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7
"3463","белое",6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5
"3464","белое",7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6
"3465","белое",7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6
"3466","белое",7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6
"3467","белое",6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6
"3468","белое",7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7
"3469","белое",8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7
"3470","белое",6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6
"3471","белое",7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6
"3472","белое",5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5
"3473","белое",5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5
"3474","белое",7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5
"3475","белое",6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5
"3476","белое",8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6
"3477","белое",8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6
"3478","белое",8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6
"3479","белое",7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
"3480","белое",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
"3481","белое",7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
"3482","белое",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
"3483","белое",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
"3484","белое",6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5
"3485","белое",7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
"3486","белое",7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5
"3487","белое",7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5
"3488","белое",7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5
"3489","белое",7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5
"3490","белое",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
"3491","белое",7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,5
"3492","белое",6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5
"3493","белое",6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5
"3494","белое",6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5
"3495","белое",7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
"3496","белое",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
"3497","белое",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
"3498","белое",7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6
"3499","белое",6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7
"3500","белое",10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6
"3501","белое",7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5
"3502","белое",8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6
"3503","белое",7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5
"3504","белое",7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
"3505","белое",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
"3506","белое",6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5
"3507","белое",7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7
"3508","белое",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
"3509","белое",7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
"3510","белое",6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5
"3511","белое",7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
"3512","белое",7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6
"3513","белое",8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6
"3514","белое",6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6
"3515","белое",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
"3516","белое",6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5
"3517","белое",7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
"3518","белое",6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6
"3519","белое",7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6
"3520","белое",8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7
"3521","белое",7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
"3522","белое",7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5
"3523","белое",8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5
"3524","белое",7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4
"3525","белое",6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6
"3526","белое",6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6
"3527","белое",7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5
"3528","белое",7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6
"3529","белое",8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
"3530","белое",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
"3531","белое",7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3
"3532","белое",9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6
"3533","белое",7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5
"3534","белое",6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6
"3535","белое",8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
"3536","белое",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
"3537","белое",7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7
"3538","белое",7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5
"3539","белое",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
"3540","белое",8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
"3541","белое",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
"3542","белое",8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
"3543","белое",6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5
"3544","белое",6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5
"3545","белое",8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6
"3546","белое",6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6
"3547","белое",5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5
"3548","белое",7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7
"3549","белое",6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5
"3550","белое",8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
"3551","белое",9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4
"3552","белое",8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7
"3553","белое",8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6
"3554","белое",8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
"3555","белое",6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5
"3556","белое",7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
"3557","белое",7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6
"3558","белое",7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6
"3559","белое",8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
"3560","белое",8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
"3561","белое",9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5
"3562","белое",8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5
"3563","белое",7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6
"3564","белое",6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5
"3565","белое",6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6
"3566","белое",7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6
"3567","белое",8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7
"3568","белое",7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6
"3569","белое",6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7
"3570","белое",8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6
"3571","белое",6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7
"3572","белое",7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5
"3573","белое",7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
"3574","белое",7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
"3575","белое",6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6
"3576","белое",6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5
"3577","белое",8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6
"3578","белое",7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6
"3579","белое",7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6
"3580","белое",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"3581","белое",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"3582","белое",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"3583","белое",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"3584","белое",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"3585","белое",8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6
"3586","белое",7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6
"3587","белое",8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5
"3588","белое",8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6
"3589","белое",7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7
"3590","белое",6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,4
"3591","белое",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"3592","белое",7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5
"3593","белое",7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6
"3594","белое",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
"3595","белое",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"3596","белое",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
"3597","белое",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"3598","белое",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"3599","белое",7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6
"3600","белое",6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5
"3601","белое",6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,5
"3602","белое",7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6
"3603","белое",7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6
"3604","белое",7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6
"3605","белое",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
"3606","белое",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"3607","белое",5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,6
"3608","белое",7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
"3609","белое",8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7
"3610","белое",7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6
"3611","белое",7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
"3612","белое",6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5
"3613","белое",6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
"3614","белое",9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5
"3615","белое",6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,6
"3616","белое",6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7
"3617","белое",9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5
"3618","белое",7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7
"3619","белое",6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
"3620","белое",7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6
"3621","белое",6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
"3622","белое",7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6
"3623","белое",6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
"3624","белое",8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5
"3625","белое",7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,5
"3626","белое",6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5
"3627","белое",6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,5
"3628","белое",8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6
"3629","белое",7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6
"3630","белое",9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,6
"3631","белое",7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5
"3632","белое",6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6
"3633","белое",7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,5
"3634","белое",7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,5
"3635","белое",8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,5
"3636","белое",5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6
"3637","белое",7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5
"3638","белое",5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5
"3639","белое",8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
"3640","белое",6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6
"3641","белое",5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5
"3642","белое",5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,6
"3643","белое",7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6
"3644","белое",5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,6
"3645","белое",8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
"3646","белое",8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5
"3647","белое",6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5
"3648","белое",6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5
"3649","белое",6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7
"3650","белое",11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,3
"3651","белое",6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
"3652","белое",6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
"3653","белое",8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
"3654","белое",8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
"3655","белое",7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6
"3656","белое",6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
"3657","белое",6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7
"3658","белое",7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,5
"3659","белое",5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5
"3660","белое",6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,5
"3661","белое",6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6
"3662","белое",6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5
"3663","белое",7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
"3664","белое",6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
"3665","белое",7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5
"3666","белое",7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5
"3667","белое",7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5
"3668","белое",5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6
"3669","белое",7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7
"3670","белое",7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6
"3671","белое",6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,6
"3672","белое",6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5
"3673","белое",6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,5
"3674","белое",6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
"3675","белое",7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
"3676","белое",6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
"3677","белое",7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6
"3678","белое",5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5,6
"3679","белое",7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4,4
"3680","белое",6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
"3681","белое",7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,5
"3682","белое",7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,6
"3683","белое",9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5
"3684","белое",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
"3685","белое",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
"3686","белое",8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,5
"3687","белое",8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4,6
"3688","белое",8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6
"3689","белое",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
"3690","белое",7.2,0.25,0.19,8,0.044,51,172,0.9964,3.16,0.44,9.2,5
"3691","белое",7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5
"3692","белое",5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,5
"3693","белое",6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
"3694","белое",6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
"3695","белое",8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5
"3696","белое",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
